segment,algorithm,target_transform,MAE,RMSE,MAPE,R2,train_time_sec
turvo,XGBoost,raw,87.29104491277947,148.91626443850345,20.24761431027244,0.949465557704492,5.33
turvo,XGBoost,log1p,89.19344380093003,154.3274459127959,18.350709851299996,0.945726285242147,5.69
turvo,LightGBM,raw,88.87973619158065,150.82415557145035,20.632460198288737,0.9481623845903584,4.14
turvo,LightGBM,log1p,91.50357312311195,157.39615708236468,18.749330549977607,0.9435464236888875,4.41
turvo,CatBoost,raw,93.62101593669063,156.79476770710903,21.56556687842344,0.9439770024442203,7.44
turvo,CatBoost,log1p,96.8550619872218,163.8922664970364,19.77648776450995,0.9387903166605941,7.73
